2023-08-03 11:57:55.181134,2023-08-03 11:58:22.994242,0:00:27.813108,Bina
2023-08-03 11:58:23.176213,2023-08-03 11:58:42.743914,0:00:19.567701,Bina
2023-08-03 11:58:42.883362,2023-08-03 11:59:01.530098,0:00:18.646736,Bina
2023-08-03 11:59:01.672850,2023-08-03 11:59:04.384399,0:00:02.711549,Bina
2023-08-03 11:59:04.491648,2023-08-03 12:04:56.312112,0:05:51.820464,Bina
2023-08-03 12:06:12.842631,2023-08-03 12:08:26.933795,0:02:14.091164,Viktor
2023-08-02 15:04:17.974681,2023-08-02 15:04:47.451828,0:00:29.477147,Viktor
2023-08-02 15:04:47.553450,2023-08-02 15:05:03.919703,0:00:16.366253,Viktor
2023-08-02 15:05:04.003926,2023-08-02 15:05:10.544831,0:00:06.540905,Viktor
2023-08-02 15:05:10.693003,2023-08-02 15:05:33.143683,0:00:22.450680,Viktor
2023-08-02 15:58:43.774247,2023-08-02 15:59:00.848574,0:00:17.074327,Viktor
2023-08-02 15:59:36.134901,2023-08-02 15:59:44.392107,0:00:08.257206,Viktor
2023-08-02 15:59:44.543148,2023-08-02 15:59:47.478289,0:00:02.935141,Viktor
2023-08-02 16:00:41.400420,2023-08-02 16:00:46.896299,0:00:05.495879,Viktor
2023-08-02 16:05:33.758259,2023-08-02 16:05:40.970730,0:00:07.212471,Viktor
2023-08-02 16:11:16.380787,2023-08-02 16:11:29.395096,0:00:13.014309,Viktor
2023-08-02 16:14:34.683751,2023-08-02 16:14:48.697572,0:00:14.013821,Viktor
2023-08-02 16:16:42.286433,2023-08-02 16:16:58.376029,0:00:16.089596,Viktor
2023-08-02 16:17:29.615421,2023-08-02 16:17:32.188324,0:00:02.572903,Viktor
2023-08-02 17:32:53.882412,2023-08-02 17:32:59.077148,0:00:05.194736,Viktor
2023-08-02 17:32:59.279333,2023-08-02 17:33:08.224108,0:00:08.944775,Viktor
2023-08-04 10:40:33.052913,2023-08-04 10:41:11.853398,0:00:38.800485,Viktor
2023-08-04 10:46:32.010887,2023-08-04 10:47:01.100519,0:00:29.089632,Viktor
2023-08-04 10:47:01.121257,2023-08-04 10:48:44.173742,0:01:43.052485,Viktor
2023-08-04 14:35:59.491175,2023-08-04 14:36:17.288453,0:00:17.797278,Viktor
2023-08-04 14:36:17.395654,2023-08-04 14:36:38.824182,0:00:21.428528,Viktor
2023-08-04 14:47:18.309074,2023-08-04 14:47:20.123875,0:00:01.814801,Viktor
2023-08-04 14:47:20.216307,2023-08-04 14:47:22.517670,0:00:02.301363,Viktor
2023-08-04 14:47:22.638499,2023-08-04 14:47:33.168756,0:00:10.530257,Viktor
2023-08-04 14:47:33.288061,2023-08-04 14:48:14.810314,0:00:41.522253,Viktor
2023-08-04 14:53:19.706225,2023-08-04 14:53:30.336791,0:00:10.630566,Viktor
2023-08-04 14:53:30.451402,2023-08-04 14:53:49.943971,0:00:19.492569,Viktor
2023-08-04 14:53:50.717840,2023-08-04 14:54:05.634880,0:00:14.917040,Viktor
2023-08-04 14:54:54.406990,2023-08-04 14:55:25.193469,0:00:30.786479,Bina
2023-08-04 14:55:25.346001,2023-08-04 14:56:05.369416,0:00:40.023415,Bina
2023-08-04 14:56:05.507616,2023-08-04 14:56:10.691616,0:00:05.184000,Bina
2023-08-04 15:58:47.666297,2023-08-04 15:59:22.358236,0:00:34.691939,Viktor
2023-08-04 15:59:22.454227,2023-08-04 16:00:30.214555,0:01:07.760328,Viktor
2023-08-04 16:00:30.378384,2023-08-04 16:02:52.204960,0:02:21.826576,Viktor
2023-08-04 16:04:16.483061,2023-08-04 16:04:18.252074,0:00:01.769013,Bina
2023-08-04 16:04:19.064445,2023-08-04 16:06:00.812909,0:01:41.748464,Bina
2023-08-04 16:06:00.967558,2023-08-04 16:06:05.621809,0:00:04.654251,Bina
2023-08-04 16:06:05.806108,2023-08-04 16:06:16.224130,0:00:10.418022,Bina
2023-08-04 16:06:16.518102,2023-08-04 16:08:35.865629,0:02:19.347527,Bina
2023-08-04 16:10:38.982944,2023-08-04 16:11:17.089799,0:00:38.106855,Viktor
2023-08-04 16:11:17.204040,2023-08-04 16:11:27.412700,0:00:10.208660,Viktor
2023-08-04 16:11:27.436087,2023-08-04 16:15:06.741640,0:03:39.305553,Viktor
